run_id,experiment,task_id,task_type,model_key,model_id,prompt_key,claude_structure,claude_hallucination,claude_completeness,claude_token_efficiency,claude_parse_error,gpt4o_structure,gpt4o_hallucination,gpt4o_completeness,gpt4o_token_efficiency,gpt4o_parse_error,agreement_structure_diff,agreement_hallucination_diff,agreement_completeness_diff,agreement_mean_diff,agreement_exact_match,output_tokens,total_tokens,latency_s,api,temperature
1,exp2,T30,scientific_reasoning,gemini-pro,gemini-2.5-flash,wlm_json,4,5,5,0.6501,False,4,5,5,0.6501,False,0.0,0.0,0.0,0.0,True,1310,2348,8.609,gemini,0.7
1,exp2,T31,scientific_reasoning,gemini-pro,gemini-2.5-flash,wlm_json,3,4,2,0.3957,False,3,5,4,0.5275,False,0.0,1.0,2.0,1.0,False,1962,3050,12.511,gemini,0.7
1,exp2,T32,scientific_reasoning,gemini-pro,gemini-2.5-flash,wlm_json,4,4,4,0.5286,False,4,5,4,0.5726,False,0.0,1.0,0.0,0.333,False,1934,3020,11.642,gemini,0.7
1,exp2,T33,epistemic_calibration,gemini-pro,gemini-2.5-flash,wlm_json,4,5,4,0.5797,False,4,5,4,0.5797,False,0.0,0.0,0.0,0.0,True,1762,2868,11.488,gemini,0.7
1,exp2,T34,epistemic_calibration,gemini-pro,gemini-2.5-flash,wlm_json,3,4,2,0.3914,False,4,5,4,0.5654,False,1.0,1.0,2.0,1.333,False,2130,3209,13.523,gemini,0.7
1,exp2,T35,epistemic_calibration,gemini-pro,gemini-2.5-flash,wlm_json,4,5,5,0.6081,False,4,5,4,0.5647,False,0.0,0.0,1.0,0.333,False,2151,3198,13.274,gemini,0.7
1,exp2,T36,structured_analysis,gemini-pro,gemini-2.5-flash,wlm_json,3,4,2,0.3953,False,4,5,4,0.571,False,1.0,1.0,2.0,1.333,False,1975,3044,12.666,gemini,0.7
1,exp2,T37,structured_analysis,gemini-pro,gemini-2.5-flash,wlm_json,3,5,2,0.4386,False,5,5,5,0.6579,False,2.0,0.0,3.0,1.667,False,1998,3095,12.569,gemini,0.7
1,exp2,T08,math_proof_verification,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,3,2,2,0.3397,False,4,5,5,0.6794,False,1.0,3.0,3.0,2.333,False,961,2707,7.128,gemini,0.7
1,exp2,T09,math_proof_verification,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,4,5,5,0.6513,False,2,3,3,0.3722,False,2.0,2.0,2.0,2.0,False,1293,2948,8.674,gemini,0.7
1,exp2,T10,math_proof_verification,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,4,5,4,0.593,False,4,4,4,0.5474,False,0.0,1.0,0.0,0.333,False,1490,3126,10.131,gemini,0.7
1,exp2,T11,math_proof_verification,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,5,5,5,0.7169,False,4,5,5,0.6691,False,1.0,0.0,0.0,0.333,False,1068,2778,7.525,gemini,0.7
1,exp2,T12,logical_validity,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,4,5,2,0.4848,False,4,5,4,0.5729,False,0.0,0.0,2.0,0.667,False,1926,3573,11.54,gemini,0.7
1,exp2,T13,logical_validity,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,3,4,2,0.4103,False,2,5,1,0.3647,False,1.0,1.0,1.0,1.0,False,1496,3140,9.661,gemini,0.7
1,exp2,T14,logical_validity,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,4,5,5,0.6463,False,3,4,2,0.4154,False,1.0,1.0,3.0,1.667,False,1367,3004,8.623,gemini,0.7
1,exp2,T15,statistical_reasoning,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,2,3,2,0.3181,False,4,5,3,0.5453,False,2.0,2.0,1.0,1.667,False,1533,3195,9.67,gemini,0.7
1,exp2,T16,statistical_reasoning,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,2,3,2,0.3221,False,4,3,3,0.4602,False,2.0,0.0,1.0,1.0,False,1398,3165,10.2,gemini,0.7
1,exp2,T17,statistical_reasoning,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,4,4,2,0.4499,False,4,5,3,0.5398,False,0.0,1.0,1.0,0.667,False,1651,3304,10.23,gemini,0.7
1,exp2,T18,code_debugging,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,4,5,2,0.5331,False,5,5,5,0.7269,False,1.0,0.0,3.0,1.333,False,970,2597,7.137,gemini,0.7
1,exp2,T19,code_debugging,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,4,5,2,0.4882,False,3,5,3,0.4882,False,1.0,0.0,1.0,0.667,False,1825,3459,10.584,gemini,0.7
1,exp2,T20,code_debugging,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,3,2,1,0.2607,False,2,3,2,0.3042,False,1.0,1.0,1.0,1.0,False,2144,3798,12.183,gemini,0.7
1,exp2,T21,factual_calibration,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,1,2,1,0.1969,False,3,2,3,0.3938,False,2.0,0.0,2.0,1.333,False,872,2520,6.595,gemini,0.7
1,exp2,T22,factual_calibration,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,4,4,2,0.443,False,3,3,2,0.3544,False,1.0,1.0,0.0,0.667,False,1851,3495,11.623,gemini,0.7
1,exp2,T23,factual_calibration,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,4,4,2,0.4516,False,3,4,3,0.4516,False,1.0,0.0,1.0,0.667,False,1604,3211,10.856,gemini,0.7
1,exp2,T24,causal_inference,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,2,1,1,0.1816,False,4,5,3,0.5448,False,2.0,4.0,2.0,2.667,False,1542,3153,9.912,gemini,0.7
1,exp2,T25,causal_inference,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,5,5,5,0.7136,False,4,5,5,0.666,False,1.0,0.0,0.0,0.333,False,1103,2719,7.443,gemini,0.7
1,exp2,T26,causal_inference,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,4,4,4,0.5474,False,4,5,4,0.593,False,0.0,1.0,0.0,0.333,False,1490,3077,9.429,gemini,0.7
1,exp2,T27,mathematical_reasoning,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,2,1,1,0.166,False,2,1,1,0.166,False,0.0,0.0,0.0,0.0,True,3082,4691,16.195,gemini,0.7
1,exp2,T28,mathematical_reasoning,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,2,1,1,0.1804,False,4,5,3,0.5411,False,2.0,4.0,2.0,2.667,False,1623,3260,9.92,gemini,0.7
1,exp2,T29,mathematical_reasoning,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,3,2,3,0.3871,False,3,3,3,0.4355,False,0.0,1.0,0.0,0.333,False,980,2581,6.415,gemini,0.7
1,exp2,T30,scientific_reasoning,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,4,4,4,0.5677,False,3,4,3,0.4731,False,1.0,0.0,1.0,0.667,False,1147,2712,7.495,gemini,0.7
1,exp2,T31,scientific_reasoning,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,2,1,1,0.1879,False,4,4,3,0.5166,False,2.0,3.0,2.0,2.333,False,1208,2823,8.602,gemini,0.7
1,exp2,T32,scientific_reasoning,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,4,4,2,0.4615,False,5,5,4,0.6461,False,1.0,1.0,2.0,1.333,False,1369,2982,9.383,gemini,0.7
1,exp2,T33,epistemic_calibration,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,4,2,1,0.3069,False,4,5,3,0.5261,False,0.0,3.0,2.0,1.667,False,2003,3636,12.556,gemini,0.7
1,exp2,T34,epistemic_calibration,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,4,3,3,0.4527,False,5,5,3,0.5886,False,1.0,2.0,0.0,1.0,False,1575,3181,9.502,gemini,0.7
1,exp2,T35,epistemic_calibration,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,3,4,2,0.402,False,4,5,3,0.536,False,1.0,1.0,1.0,1.0,False,1741,3315,11.864,gemini,0.7
1,exp2,T36,structured_analysis,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,4,5,2,0.5137,False,4,4,3,0.5137,False,0.0,1.0,1.0,0.667,False,1258,2854,9.557,gemini,0.7
1,exp2,T37,structured_analysis,gemini-pro,gemini-2.5-flash,wlm_hybrid_v2,4,5,5,0.673,False,3,5,4,0.5768,False,1.0,0.0,1.0,0.667,False,1026,2650,7.107,gemini,0.7
1,exp2,T08,math_proof_verification,gemini-pro,gemini-2.5-flash,base_a,4,3,2,0.3951,False,4,5,4,0.5707,False,0.0,2.0,2.0,1.333,False,1984,2317,10.395,gemini,0.7
1,exp2,T09,math_proof_verification,gemini-pro,gemini-2.5-flash,base_a,4,5,5,0.6134,False,4,5,5,0.6134,False,0.0,0.0,0.0,0.0,True,2013,2255,10.959,gemini,0.7
1,exp2,T10,math_proof_verification,gemini-pro,gemini-2.5-flash,base_a,4,5,4,0.5982,False,4,5,5,0.6442,False,0.0,0.0,1.0,0.333,False,1399,1622,9.519,gemini,0.7
1,exp2,T11,math_proof_verification,gemini-pro,gemini-2.5-flash,base_a,4,5,5,0.6618,False,5,5,5,0.7091,False,1.0,0.0,0.0,0.333,False,1153,1450,7.253,gemini,0.7
1,exp2,T12,logical_validity,gemini-pro,gemini-2.5-flash,base_a,2,3,2,0.3092,False,3,4,3,0.4417,False,1.0,1.0,1.0,1.0,False,1894,2128,10.51,gemini,0.7
