run_id,task_id,task_type,model_key,model_id,prompt_key,claude_structure,claude_hallucination,claude_completeness,claude_token_efficiency,claude_parse_error,gpt4o_structure,gpt4o_hallucination,gpt4o_completeness,gpt4o_token_efficiency,gpt4o_parse_error,agreement_structure_diff,agreement_hallucination_diff,agreement_completeness_diff,agreement_mean_diff,agreement_exact_match,output_tokens,total_tokens,latency_s,api,temperature,experiment
1,T20,code_debugging,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,4,4,5,0.6534,False,5,5,4,0.7037,False,1.0,1.0,1.0,1.0,False,758,2800,19.24,anthropic,0.7,exp2
1,T21,factual_calibration,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,4,5,3,0.5897,False,3,4,4,0.5405,False,1.0,1.0,1.0,1.0,False,882,2923,25.17,anthropic,0.7,exp2
1,T22,factual_calibration,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,4,5,5,0.6926,False,4,5,5,0.6926,False,0.0,0.0,0.0,0.0,True,843,2902,20.356,anthropic,0.7,exp2
1,T23,factual_calibration,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,4,5,4,0.6519,False,4,5,4,0.6519,False,0.0,0.0,0.0,0.0,True,770,2764,19.177,anthropic,0.7,exp2
1,T24,causal_inference,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,4,5,5,0.6739,False,4,5,5,0.6739,False,0.0,0.0,0.0,0.0,True,1016,3020,22.146,anthropic,0.7,exp2
1,T25,causal_inference,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,4,5,4,0.6334,False,4,5,4,0.6334,False,0.0,0.0,0.0,0.0,True,935,2954,23.077,anthropic,0.7,exp2
1,T26,causal_inference,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,5,5,5,0.7461,False,4,4,5,0.6466,False,1.0,1.0,0.0,0.667,False,813,2796,22.676,anthropic,0.7,exp2
1,T27,mathematical_reasoning,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,5,5,5,0.7298,False,4,5,4,0.6325,False,1.0,0.0,1.0,0.667,False,944,2942,24.957,anthropic,0.7,exp2
1,T28,mathematical_reasoning,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,4,5,5,0.676,False,5,5,5,0.7242,False,1.0,0.0,0.0,0.333,False,995,3025,22.308,anthropic,0.7,exp2
1,T29,mathematical_reasoning,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,4,5,5,0.6728,False,4,5,5,0.6728,False,0.0,0.0,0.0,0.0,True,1028,3023,23.29,anthropic,0.7,exp2
1,T30,scientific_reasoning,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,3,4,3,0.4967,False,4,4,4,0.5961,False,1.0,0.0,1.0,0.667,False,820,2794,19.571,anthropic,0.7,exp2
1,T31,scientific_reasoning,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,4,5,5,0.6966,False,4,4,5,0.6468,False,0.0,1.0,0.0,0.333,False,811,2819,20.73,anthropic,0.7,exp2
1,T32,scientific_reasoning,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,5,5,5,0.7431,False,4,5,5,0.6936,False,1.0,0.0,0.0,0.333,False,835,2841,21.632,anthropic,0.7,exp2
1,T33,epistemic_calibration,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,4,5,5,0.6836,False,5,5,5,0.7324,False,1.0,0.0,0.0,0.333,False,921,2955,23.026,anthropic,0.7,exp2
1,T34,epistemic_calibration,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,5,4,5,0.6905,False,5,5,5,0.7399,False,0.0,1.0,0.0,0.333,False,860,2858,22.773,anthropic,0.7,exp2
1,T35,epistemic_calibration,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,4,5,4,0.6403,False,4,5,4,0.6403,False,0.0,0.0,0.0,0.0,True,868,2843,23.494,anthropic,0.7,exp2
1,T36,structured_analysis,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,3,4,3,0.4961,False,4,4,3,0.5457,False,1.0,0.0,0.0,0.333,False,827,2818,22.522,anthropic,0.7,exp2
1,T37,structured_analysis,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,4,5,5,0.7052,False,5,5,5,0.7556,False,1.0,0.0,0.0,0.333,False,747,2771,19.132,anthropic,0.7,exp2
1,T10,math_proof_verification,claude,claude-sonnet-4-20250514,base_a,4,5,5,0.6902,False,5,5,5,0.7395,False,1.0,0.0,0.0,0.333,False,863,1088,19.526,anthropic,0.7,exp2
1,T11,math_proof_verification,claude,claude-sonnet-4-20250514,base_a,4,3,4,0.5809,False,4,5,5,0.7394,False,0.0,2.0,1.0,1.0,False,550,875,12.102,anthropic,0.7,exp2
1,T12,logical_validity,claude,claude-sonnet-4-20250514,base_a,4,5,4,0.6866,False,5,5,4,0.7394,False,1.0,0.0,0.0,0.333,False,550,806,10.69,anthropic,0.7,exp2
1,T13,logical_validity,claude,claude-sonnet-4-20250514,base_a,4,5,5,0.6954,False,4,4,5,0.6458,False,0.0,1.0,0.0,0.333,False,820,1070,17.271,anthropic,0.7,exp2
1,T14,logical_validity,claude,claude-sonnet-4-20250514,base_a,4,4,5,0.6635,False,5,5,5,0.7656,False,1.0,1.0,0.0,0.667,False,685,941,14.503,anthropic,0.7,exp2
1,T15,statistical_reasoning,claude,claude-sonnet-4-20250514,base_a,4,5,5,0.6992,False,5,5,5,0.7491,False,1.0,0.0,0.0,0.333,False,791,1064,18.958,anthropic,0.7,exp2
1,T16,statistical_reasoning,claude,claude-sonnet-4-20250514,base_a,4,4,4,0.5742,False,4,5,4,0.6221,False,0.0,1.0,0.0,0.333,False,1059,1383,23.427,anthropic,0.7,exp2
1,T17,statistical_reasoning,claude,claude-sonnet-4-20250514,base_a,4,3,5,0.5937,False,4,5,5,0.6927,False,0.0,2.0,0.0,0.667,False,842,1102,19.006,anthropic,0.7,exp2
1,T18,code_debugging,claude,claude-sonnet-4-20250514,base_a,4,4,5,0.6028,False,4,5,5,0.6492,False,0.0,1.0,0.0,0.333,False,1323,1549,19.544,anthropic,0.7,exp2
1,T19,code_debugging,claude,claude-sonnet-4-20250514,base_a,4,4,5,0.6101,False,4,5,5,0.657,False,0.0,1.0,0.0,0.333,False,1214,1454,19.366,anthropic,0.7,exp2
1,T20,code_debugging,claude,claude-sonnet-4-20250514,base_a,4,3,5,0.6061,False,4,5,5,0.7071,False,0.0,2.0,0.0,0.667,False,734,984,12.932,anthropic,0.7,exp2
1,T21,factual_calibration,claude,claude-sonnet-4-20250514,base_a,4,5,2,0.5404,False,5,5,5,0.7369,False,1.0,0.0,3.0,1.333,False,884,1133,19.777,anthropic,0.7,exp2
1,T22,factual_calibration,claude,claude-sonnet-4-20250514,base_a,4,5,5,0.6832,False,5,4,5,0.6832,False,1.0,1.0,0.0,0.667,False,925,1192,16.774,anthropic,0.7,exp2
1,T23,factual_calibration,claude,claude-sonnet-4-20250514,base_a,4,5,4,0.631,False,4,4,3,0.534,False,0.0,1.0,1.0,0.667,False,959,1161,20.799,anthropic,0.7,exp2
1,T24,causal_inference,claude,claude-sonnet-4-20250514,base_a,4,4,5,0.6629,False,5,5,5,0.7649,False,1.0,1.0,0.0,0.667,False,689,901,14.848,anthropic,0.7,exp2
1,T25,causal_inference,claude,claude-sonnet-4-20250514,base_a,4,5,4,0.6665,False,5,3,4,0.6153,False,1.0,2.0,0.0,1.0,False,665,892,13.641,anthropic,0.7,exp2
1,T26,causal_inference,claude,claude-sonnet-4-20250514,base_a,4,4,5,0.6637,False,5,5,5,0.7658,False,1.0,1.0,0.0,0.667,False,684,875,16.996,anthropic,0.7,exp2
1,T27,mathematical_reasoning,claude,claude-sonnet-4-20250514,base_a,4,5,4,0.6126,False,5,5,5,0.7068,False,1.0,0.0,1.0,0.667,False,1180,1386,16.661,anthropic,0.7,exp2
1,T28,mathematical_reasoning,claude,claude-sonnet-4-20250514,base_a,4,4,5,0.6387,False,5,4,5,0.6878,False,1.0,0.0,0.0,0.333,False,883,1121,16.976,anthropic,0.7,exp2
1,T29,mathematical_reasoning,claude,claude-sonnet-4-20250514,base_a,4,1,4,0.4411,False,5,1,5,0.5391,False,1.0,0.0,1.0,0.667,False,898,1101,14.692,anthropic,0.7,exp2
1,T30,scientific_reasoning,claude,claude-sonnet-4-20250514,base_a,4,4,5,0.6495,False,4,5,5,0.6994,False,0.0,1.0,0.0,0.333,False,789,971,17.506,anthropic,0.7,exp2
1,T31,scientific_reasoning,claude,claude-sonnet-4-20250514,base_a,4,4,5,0.6808,False,5,5,5,0.7856,False,1.0,1.0,0.0,0.667,False,580,796,14.264,anthropic,0.7,exp2
1,T32,scientific_reasoning,claude,claude-sonnet-4-20250514,base_a,4,4,5,0.6705,False,4,5,5,0.7221,False,0.0,1.0,0.0,0.333,False,640,854,16.195,anthropic,0.7,exp2
1,T33,epistemic_calibration,claude,claude-sonnet-4-20250514,base_a,4,4,5,0.6628,False,4,5,5,0.7138,False,0.0,1.0,0.0,0.333,False,690,932,16.354,anthropic,0.7,exp2
1,T34,epistemic_calibration,claude,claude-sonnet-4-20250514,base_a,4,4,3,0.5307,False,4,4,4,0.5789,False,0.0,0.0,1.0,0.333,False,1001,1207,22.441,anthropic,0.7,exp2
1,T35,epistemic_calibration,claude,claude-sonnet-4-20250514,base_a,4,5,4,0.6116,False,5,5,4,0.6587,False,1.0,0.0,0.0,0.333,False,1193,1376,27.739,anthropic,0.7,exp2
1,T36,structured_analysis,claude,claude-sonnet-4-20250514,base_a,4,4,4,0.5827,False,4,5,5,0.6798,False,0.0,1.0,1.0,0.667,False,957,1156,22.867,anthropic,0.7,exp2
1,T37,structured_analysis,claude,claude-sonnet-4-20250514,base_a,4,3,3,0.4775,False,4,5,5,0.6686,False,0.0,2.0,2.0,1.333,False,1074,1306,26.917,anthropic,0.7,exp2
1,T08,math_proof_verification,claude,claude-sonnet-4-20250514,base_b,4,5,5,0.6563,False,5,5,5,0.7032,False,1.0,0.0,0.0,0.333,False,1224,1867,23.159,anthropic,0.7,exp2
1,T09,math_proof_verification,claude,claude-sonnet-4-20250514,base_b,4,5,5,0.6726,False,5,5,5,0.7206,False,1.0,0.0,0.0,0.333,False,1030,1574,20.435,anthropic,0.7,exp2
1,T10,math_proof_verification,claude,claude-sonnet-4-20250514,base_b,4,5,5,0.6696,False,4,5,5,0.6696,False,0.0,0.0,0.0,0.0,True,1062,1550,20.186,anthropic,0.7,exp2
1,T11,math_proof_verification,claude,claude-sonnet-4-20250514,base_b,4,5,5,0.6889,False,5,5,5,0.7381,False,1.0,0.0,0.0,0.333,False,874,1462,18.71,anthropic,0.7,exp2
1,T12,logical_validity,claude,claude-sonnet-4-20250514,base_b,4,5,5,0.6981,False,4,5,5,0.6981,False,0.0,0.0,0.0,0.0,True,799,1318,16.287,anthropic,0.7,exp2
1,T13,logical_validity,claude,claude-sonnet-4-20250514,base_b,4,5,5,0.6838,False,4,5,5,0.6838,False,0.0,0.0,0.0,0.0,True,919,1432,19.335,anthropic,0.7,exp2
1,T14,logical_validity,claude,claude-sonnet-4-20250514,base_b,4,5,5,0.6916,False,5,5,5,0.741,False,1.0,0.0,0.0,0.333,False,851,1370,18.593,anthropic,0.7,exp2
1,T15,statistical_reasoning,claude,claude-sonnet-4-20250514,base_b,4,5,5,0.6752,False,5,5,4,0.6752,False,1.0,0.0,1.0,0.667,False,1003,1539,21.415,anthropic,0.7,exp2
1,T16,statistical_reasoning,claude,claude-sonnet-4-20250514,base_b,4,5,4,0.6139,False,4,5,4,0.6139,False,0.0,0.0,0.0,0.0,True,1162,1749,25.698,anthropic,0.7,exp2
